lat,long
-118.29656192306335,34.054508744217
-118.29002804263855,34.05771846505232
-118.36477437099613,34.07609480379047
-118.37077064207449,34.072752434619495
-118.37421215870043,34.074386979117676
-118.22075901016103,34.02244715568973
-118.28963776841742,34.09909663414702
-118.34516275061873,34.08412321037861
-118.34863779539131,34.07186373014598
-118.42423506183027,34.021789541100176
-118.42586025560189,34.023842806239344
-118.35375714784948,34.04831573638134
-118.25528723801992,34.0369617297736
-118.43009982343985,34.0403736050427
-118.40924499081929,34.027331827686304
-118.6002881753548,34.20102787444031
-118.60602813405106,34.20101876644995
-118.60602813405106,34.20101876644995
-118.59082532212919,34.166635897009954
-118.38779217579963,34.203046474462674
-118.40142010576209,33.94521678580185
-118.40142010576209,33.94521678580185
-118.28617945335468,33.97268393269759
-118.36123135613373,34.050242954168375
-118.36428138188052,34.1670158623461
-118.40526027527842,34.18418153822343
-118.32881520069635,34.09617182543396
-118.24725209792679,34.048157052502454
-118.34866585787212,34.08382462330941
-118.35111985856442,34.083873023056285
-118.53072969157101,34.199306661310985
-118.60358117659004,34.220933640802286
-118.59891955060309,34.22093784299866
-118.59891955060309,34.22093784299866
-118.59891955060309,34.22093784299866
-118.59891955060309,34.22093784299866
-118.59891955060309,34.22093784299866
-118.23068622990293,33.940594956261876
-118.27388379947615,33.950365810295715
-118.28259322637336,33.92494678226465
-118.28748733730627,33.916429800688555
-118.30417327672218,34.05768586556029
-118.30418029073181,34.05970581026721
-118.30418029073181,34.05970581026721
-118.2508167073606,34.0498231535311
-118.2508167073606,34.0498231535311
-118.2508167073606,34.0498231535311
-118.2508167073606,34.0498231535311
-118.46734715333851,33.98904785755275
-118.29540105091756,34.09814593017928
-118.4449771109242,34.04248887620093
-118.44446526108628,34.060782899676525
-118.44530912744385,34.0625747122936
-118.4424493326373,34.06372889397096
-118.4453392626514,34.060792869935476
-118.4453392626514,34.060792869935476
-118.39340077764284,33.978678975087306
-118.29393523668934,34.1548407422691
-118.29393523668934,34.1548407422691
-118.29393523668934,34.1548407422691
-118.28500930972204,34.1491761965833
-118.39380614434158,34.27354097672015
-118.39380614434158,34.27354097672015
-118.39380614434158,34.27354097672015
-118.39380614434158,34.27354097672015
-118.39380614434158,34.27354097672015
-118.39227032995905,34.272989788990806
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.31372125701552,34.12477287937553
-118.29393523668934,34.1548407422691
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.3273009431321,34.127950243550096
-118.3273009431321,34.127950243550096
-118.3273009431321,34.127950243550096
-118.3273009431321,34.127950243550096
-118.3273009431321,34.127950243550096
-118.32153516108197,34.128434782371976
-118.3273009431321,34.127950243550096
-118.31372125701552,34.12477287937553
-118.31372125701552,34.12477287937553
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.32462791663971,34.12330858428544
-118.31372125701552,34.12477287937553
-118.30242104185864,34.12341290291265
-118.33476469610433,34.10221016982131
-118.33870712693913,34.10154985873269
-118.33529924686049,34.10157117915258
-118.33510793529129,34.01047878533724
-118.33510793529129,34.01047878533724
-118.33510793529129,34.01047878533724
-118.30994424519186,33.98913273032453
-118.29381131626728,33.989109888114946
-118.29381131626728,33.989109888114946
-118.27387603417856,33.96009295743401
-118.27387603417856,33.96009295743401
-118.27387603417856,33.96009295743401
-118.27829363300094,33.96050299414105
-118.2980310978146,33.988351846589154
-118.29874198803071,33.988352561831796
-118.29874198803071,33.988352561831796
-118.30407685034822,34.02988396132689
-118.29613587717635,34.02731960417342
-118.30241975677906,33.98048561349676
-118.29463143613224,33.98143256053757
-118.24114111308049,33.99297388930035
-118.30084019710364,33.98142575859109
-118.28519364000843,34.14972918510815
-118.28273365421451,34.137919627047516
-118.28519364000843,34.14972918510815
-118.28348822538055,34.08387699220274
-118.40089223158004,34.19607606055644
-118.44237029364449,34.159423750569914
-118.35170704044891,34.021513728792556
-118.22478557117681,34.08993890631715
-118.20783748990273,34.13372280815309
-118.43762207704808,33.984505789839076
-118.43866123739845,33.98597048167038
-118.43746443344357,33.98508011799572
-118.3962741393747,33.95967465753397
-118.43762207704808,33.984505789839076
-118.43759134073612,33.984620762527044
-118.43866123739845,33.98597048167038
-118.43866123739845,33.98597048167038
-118.4402841724458,33.987219800979574
-118.43762207704808,33.984505789839076
-118.43866123739845,33.98597048167038
-118.4402841724458,33.987219800979574
-118.4402841724458,33.987219800979574
-118.44156278650463,33.986597406177104
-118.39340077764284,33.978678975087306
-118.39340077764284,33.978678975087306
-118.39629631908105,33.95460477211831
-118.39629631908105,33.95460477211831
-118.39629631908105,33.95460477211831
-118.39629631908105,33.95460477211831
-118.335217157109,33.98287642799609
-118.39438303751542,33.94884217613195
-118.39438303751542,33.94884217613195
-118.3939282320561,33.947344977542556
-118.3939282320561,33.947344977542556
-118.39206434101713,33.94734582982393
-118.39206434101713,33.94734582982393
-118.37998229056342,33.9483915904108
-118.39340077764284,33.978678975087306
-118.39340077764284,33.978678975087306
-118.39340077764284,33.978678975087306
-118.43866123739845,33.98597048167038
-118.43866123739845,33.98597048167038
-118.43866123739845,33.98597048167038
-118.43866123739845,33.98597048167038
-118.43866123739845,33.98597048167038
-118.44166511416023,33.98654756989869
-118.39340077764284,33.978678975087306
-118.39340077764284,33.978678975087306
-118.39340077764284,33.978678975087306
-118.44156278650463,33.986597406177104
-118.44156278650463,33.986597406177104
-118.43866123739845,33.98597048167038
-118.43866123739845,33.98597048167038
-118.43866123739845,33.98597048167038
-118.44156278650463,33.986597406177104
-118.44156278650463,33.986597406177104
-118.43866123739845,33.98597048167038
-118.43866123739845,33.98597048167038
-118.39340077764284,33.978678975087306
-118.39340077764284,33.978678975087306
-118.4676861088738,34.226849076111456
-118.43866123739845,33.98597048167038
-118.43866123739845,33.98597048167038
-118.4402841724458,33.987219800979574
-118.39340077764284,33.978678975087306
-118.43759134073612,33.984620762527044
-118.43759134073612,33.984620762527044
-118.43759134073612,33.984620762527044
-118.46881430101536,34.00180195603239
-118.39630934037326,33.95923873028519
-118.39630934037326,33.95923873028519
-118.39630934037326,33.95923873028519
-118.3962741393747,33.95967465753397
-118.43977396740446,33.98667593316685
-118.44156278650463,33.986597406177104
-118.44166511416023,33.98654756989869
-118.44166511416023,33.98654756989869
-118.39438303751542,33.94884217613195
-118.39438303751542,33.94884217613195
-118.43866123739845,33.98597048167038
-118.43866123739845,33.98597048167038
-118.44166511416023,33.98654756989869
-118.43866123739845,33.98597048167038
-118.25580728920143,33.92948007710776
-118.3273009431321,34.127950243550096
-118.29945206697113,34.101764806613076
-118.2683392579592,34.113054737419894
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.30242104185864,34.12341290291265
-118.3273009431321,34.127950243550096
-118.3273009431321,34.127950243550096
-118.31162143376137,34.0709635720992
-118.31245791150768,34.07292724209665
-118.31132605619075,34.07304585020289
-118.31132605619075,34.07304585020289
